Reporting Year,StateName,LEAName,NCESID,Year used to make the LEA/ESA/SEA determinations,"Total LEA/ESA allocation for Section 611   of IDEA FFY 2010 ($) ","Total LEA/ESA allocation for Section 611   of IDEA FFY 2011 ($) ","Increase in LEA/ESA allocations for  Section 611 from FFY 2010 to FFY 2011 ($) ","Total LEA/ESA allocation for Section 619   of IDEA FFY 2010 ($) ","Total LEA/ESA allocation for Section 619   of IDEA FFY 2011 ($) ","Increase in LEA/ESA allocations for  Section 619 from FFY 2010 to FFY 2011 ($) ","Total LEA/ESA allocations  for Section 611 and 619 of IDEA for FFY 2011 ($) ",15% of the total LEA/ESA allocations for Section 611 and 619 of IDEA for FFY 2011 ($),"Determination under 34 CFR  300.600(a)(2)   that controls whether the LEA may be able   to reduce MOE during SY 2011-12","Reduction  of local and/or state funds taken pursant to  Section 613(a)(2)(C) by the LEA/ESA during SY 2011-12($) ","Percent of the available reduction taken by LEA /ESA during SY 2011-12 (%)  ","Required CEIS  Was the LEA/ESA required to use 15% of funds   for CEIS due to significant disproportionality   in SY 2011-12? (Y/N) ","Required CEIS  Amount reserved for required CEIS in the   LEA /ESA in SY 2011-12($) ","Required CEIS  Percent taken for required CEIS in the   LEA /ESA in SY 2011-12 ($)","Voluntary CEIS  Did the LEA/ESA voluntarily use up to 15% of  IDEA 611 and 619 fund for CEIS in SY 2011-12? (Y/N)  ","Voluntary CEIS  Amount reserved for voluntary CEIS in   SY 2011-12 ($)  ","Voluntary CEIS  Percent taken for voluntary CEIS during   SY 2011-12 (%)  ","Total number of children receiving CEIS under the IDEA in the LEA/ESA during   SY 2011-12","Total number of children who received CEIS  under the IDEA anytime in the past two school years (including SY 2009-10,   SY 2010-11 and SY 2011-12) and received special education and related services in   SY 2011-12 "
2011,Nebraska,HAY SPRINGS PUBLIC SCHOOLS,3171610,2009-10,42765,36616,-6149,0,1023,1023,37639,5645.85,1,+,0,0,+,+,1,848,2.25,5,0
2011,Nebraska,HEMINGFORD PUBLIC SCHOOLS,3171730,2009-10,83890,83167,-723,0,3571,3571,86738,13010.7,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,HERSHEY PUBLIC SCHOOLS,3171820,2009-10,107278,106051,-1227,0,1559,1559,107610,16141.5,1,13208.5,-2152.97,0,+,+,0,0,0,+,+
2011,Nebraska,HOLDREGE PUBLIC SCHOOLS,3171940,2009-10,297567,296899,-668,9431,9189,-242,306088,45913.2,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,HOMER COMMUNITY SCHOOLS,3172000,2009-10,78758,80124,1366,0,0,0,80124,12018.6,1,6087.5,891.29,0,+,+,0,0,0,+,+
2011,Nebraska,HUMPHREY PUBLIC SCHOOLS,3172150,2009-10,86367,83605,-2762,3132,0,-3132,83605,12540.75,1,3530.5,-255.65,0,+,+,0,0,0,+,+
2011,Nebraska,HYANNIS AREA SCHOOLS,3172210,2009-10,28038,28283,245,0,2031,2031,30314,4547.1,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,JOHNSON-BROCK PUBLIC SCHOOLS,3172335,2009-10,61580,57716,-3864,1068,1035,-33,58751,8812.65,1,3285.5,-170.06,0,+,+,0,0,0,+,+
2011,Nebraska,KEARNEY PUBLIC SCHOOLS,3172390,2009-10,1157138,1132183,-24955,25911,25207,-704,1157390,173608.5,1,+,0,0,+,+,1,168043,14.52,59,0
2011,Nebraska,KENESAW PUBLIC SCHOOLS,3172420,2009-10,64224,65819,1595,2096,2043,-53,67862,10179.3,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,KEYA PAHA COUNTY SCHOOLS,3172480,2009-10,22429,22441,12,1046,0,-1046,22441,3366.15,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,KIMBALL PUBLIC SCHOOLS,3172570,2009-10,139635,133749,-5886,6272,6110,-162,139859,20978.85,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,LEIGH COMMUNITY SCHOOLS,3172720,2009-10,41239,41725,486,0,519,519,42244,6336.6,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,LEWISTON CONSOLIDATED SCHOOLS,3172780,2009-10,55248,55359,111,1058,0,-1058,55359,8303.85,1,+,0,0,+,+,1,7350,13.28,2,2
2011,Nebraska,LEXINGTON PUBLIC SCHOOLS,3172810,2009-10,607964,612875,4911,11726,11406,-320,624281,93642.15,1,+,0,0,+,+,1,55791,8.94,1315,13
2011,Nebraska,LINCOLN PUBLIC SCHOOLS,3172840,2009-10,7724455,7768506,44051,213340,207786,-5554,7976292,1196443.8,1,+,0,0,+,+,1,745162,9.34,1836,263
2011,Nebraska,LITCHFIELD PUBLIC SCHOOLS,3172910,2009-10,36858,33175,-3683,0,0,0,33175,4976.25,1,3175.5,-172.44,0,+,+,0,0,0,+,+
2011,Nebraska,LOOMIS PUBLIC SCHOOLS,3172990,2009-10,54686,54062,-624,539,524,-15,54586,8187.9,1,27495.5,-8812.66,0,+,+,0,0,0,+,+
2011,Nebraska,LOUISVILLE PUBLIC SCHOOLS,3173050,2009-10,102108,102084,-24,3156,3073,-83,105157,15773.55,1,+,0,0,+,+,1,7974,7.58,34,6
2011,Nebraska,LOUP CITY PUBLIC SCHOOLS,3173090,2009-10,83788,84178,390,1590,1547,-43,85725,12858.75,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,LOUP COUNTY PUBLIC SCHOOLS,3173120,2009-10,25590,22349,-3241,0,1524,1524,23873,3580.95,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,LYNCH PUBLIC SCHOOLS,3173170,2009-10,33744,32503,-1241,0,0,0,32503,4875.45,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,LYONS-DECATUR NORTHEAST SCHS,3173210,2009-10,76517,72675,-3842,1582,1538,-44,74213,11131.95,1,29199.5,-1520.02,0,+,+,0,0,0,+,+
2011,Nebraska,MADISON PUBLIC SCHOOLS,3173230,2009-10,117223,112054,-5169,1094,1057,-37,113111,16966.65,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,MALCOLM PUBLIC SCHOOLS,3173290,2009-10,95314,94178,-1136,3152,3069,-83,97247,14587.05,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,MAYWOOD PUBLIC SCHOOLS,3173440,2009-10,41226,45441,4215,0,0,0,45441,6816.15,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,MC COOK PUBLIC SCHOOLS,3173470,2009-10,387651,384280,-3371,16708,16287,-421,400567,60085.05,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,MC COOL JUNCTION PUBLIC SCHS,3173500,2009-10,49496,49281,-215,1580,1539,-41,50820,7623,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,MC PHERSON COUNTY SCHOOLS,3173560,2009-10,14049,17425,3376,0,0,0,17425,2613.75,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,MEAD PUBLIC SCHOOLS,3173590,2009-10,53679,49628,-4051,542,0,-542,49628,7444.2,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,MEDICINE VALLEY PUBLIC SCHOOLS,3173600,2009-10,50121,51398,1277,4160,4060,-100,55458,8318.7,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,MERIDIAN PUBLIC SCHOOLS,3173660,2009-10,51100,50905,-195,0,2035,2035,52940,7941,1,+,0,0,+,+,1,7571,14.3,18,2
2011,Nebraska,MILFORD PUBLIC SCHOOLS,3173710,2009-10,148769,144051,-4718,2660,2584,-76,146635,21995.25,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,MILLARD PUBLIC SCHOOLS,3173740,2009-10,4200965,4180996,-19969,92250,89752,-2498,4270748,640612.2,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,MINATARE PUBLIC SCHOOLS,3173800,2009-10,53746,52404,-1342,2098,2042,-56,54446,8166.9,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,MINDEN PUBLIC SCHOOLS,3173830,2009-10,175572,177625,2053,2152,2091,-61,179716,26957.4,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,MITCHELL PUBLIC SCHOOLS,3173890,2009-10,144465,145652,1187,0,1580,1580,147232,22084.8,1,+,0,0,+,+,1,6299,4.28,54,5
2011,Nebraska,MULLEN PUBLIC SCHOOLS,3174040,2009-10,41828,42771,943,1574,1534,-40,44305,6645.75,1,1006,213.36,0,+,+,0,0,0,+,+
2011,Nebraska,NEBRASKA CITY PUBLIC SCHOOLS,3174160,2009-10,314643,316890,2247,7909,7702,-207,324592,48688.8,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,CONESTOGA PUBLIC SCHOOLS,3174200,2009-10,169986,166609,-3377,7310,7124,-186,173733,26059.95,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,NELIGH-OAKDALE SCHOOLS,3174220,2009-10,101037,97989,-3048,2633,2562,-71,100551,15082.65,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,NEWCASTLE PUBLIC SCHOOLS,3174310,2009-10,31828,31150,-678,1052,1023,-29,32173,4825.95,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,NEWMAN GROVE PUBLIC SCHOOLS,3174340,2009-10,48036,49219,1183,0,1536,1536,50755,7613.25,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,NIOBRARA PUBLIC SCHOOLS,3174370,2009-10,43727,46029,2302,536,0,-536,46029,6904.35,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,NORTH LOUP SCOTIA PUBLIC SCHS,3174400,2009-10,50234,46020,-4214,0,1026,1026,47046,7056.9,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,NORFOLK PUBLIC SCHOOLS,3174430,2009-10,958731,948891,-9840,22690,22085,-605,970976,145646.4,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,NORTHWEST PUBLIC SCHOOLS,3174580,2009-10,294190,275595,-18595,0,4664,4664,280259,42038.85,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,OAKLAND CRAIG PUBLIC SCHOOLS,3174640,2009-10,101901,100424,-1477,1599,1554,-45,101978,15296.7,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,OGALLALA PUBLIC SCHOOLS,3174760,2009-10,169811,239531,69720,8899,8673,-226,248204,37230.6,1,53098,152.32,0,+,+,1,30057,12.11,184,14
2011,Nebraska,OMAHA PUBLIC SCHOOLS,3174820,2009-10,11997971,11933149,-64822,262945,255883,-7062,12189032,1828354.8,1,864341,-2666.81,0,+,+,0,0,0,+,+
2011,Nebraska,ONEILL PUBLIC SCHOOLS,3174850,2009-10,191754,189215,-2539,3194,3103,-91,192318,28847.7,1,130,-10.24,0,+,+,0,0,0,+,+
2011,Nebraska,ORD PUBLIC SCHOOLS,3174940,2009-10,121563,115358,-6205,3162,3075,-87,118433,17764.95,1,65577,-2113.68,0,+,+,0,0,0,+,+
2011,Nebraska,OSCEOLA PUBLIC SCHOOLS,3175000,2009-10,57418,54286,-3132,0,1035,1035,55321,8298.15,1,40601.9,-2592.71,0,+,+,0,0,0,+,+
2011,Nebraska,OSMOND PUBLIC SCHOOLS,3175030,2009-10,51501,49717,-1784,0,1031,1031,50748,7612.2,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,OVERTON PUBLIC SCHOOLS,3175060,2009-10,67919,66776,-1143,1588,1545,-43,68321,10248.15,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,PALMYRA DISTRICT O R 1,3175210,2009-10,110463,109765,-698,4184,4078,-106,113843,17076.45,1,10379.45,-2974.05,0,+,+,1,8000,7.03,1,0
2011,Nebraska,PAPILLION-LA VISTA PUBLIC SCHS,3175270,2009-10,1732444,1768308,35864,33064,32171,-893,1800479,270071.85,1,129710,723.34,0,+,+,0,0,0,+,+
2011,Nebraska,PAWNEE CITY PUBLIC SCHOOLS,3175330,2009-10,72999,71832,-1167,0,1038,1038,72870,10930.5,1,+,0,0,+,+,1,10185,13.98,33,8
2011,Nebraska,PAXTON CONSOLIDATED SCHOOLS,3175360,2009-10,50850,47470,-3380,0,1030,1030,48500,7275,1,5827,-344.79,0,+,+,0,0,0,+,+
2011,Nebraska,PENDER PUBLIC SCHOOLS,3175390,2009-10,86239,83370,-2869,4174,0,-4174,83370,12505.5,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,PIERCE PUBLIC SCHOOLS,3175510,2009-10,141794,138915,-2879,1622,1572,-50,140487,21073.05,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,PLAINVIEW PUBLIC SCHOOLS,3175570,2009-10,94784,90593,-4191,0,3060,3060,93653,14047.95,1,30015.69,-1432.39,0,+,+,0,0,0,+,+
2011,Nebraska,SOUTH SARPY DIST 46,3175630,2009-10,222166,214425,-7741,13037,12708,-329,227133,34069.95,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,PLATTSMOUTH COMMUNITY SCHOOLS,3175660,2009-10,419777,411628,-8149,13129,12786,-343,424414,63662.1,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,PLEASANTON PUBLIC SCHOOLS,3175690,2009-10,40583,40734,151,1574,0,-1574,40734,6110.1,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,PONCA PUBLIC SCHOOLS,3175770,2009-10,91738,91485,-253,1080,1048,-32,92533,13879.95,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,POTTER-DIX PUBLIC SCHOOLS,3175810,2009-10,43363,42730,-633,0,0,0,42730,6409.5,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,RALSTON PUBLIC SCHOOLS,3175900,2009-10,670933,668570,-2363,22588,22003,-585,690573,103585.95,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,RANDOLPH PUBLIC SCHOOLS,3175930,2009-10,67199,64782,-2417,1584,1540,-44,66322,9948.3,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,RAVENNA PUBLIC SCHOOLS,3175960,2009-10,113444,110253,-3191,2635,2564,-71,112817,16922.55,1,50328,-3154.37,0,+,+,0,0,0,+,+
2011,Nebraska,RED CLOUD COMMUNITY SCHOOLS,3175990,2009-10,65907,68967,3060,4166,4066,-100,73033,10954.95,1,15536.68,1015.47,0,+,+,0,0,0,+,+
2011,Nebraska,RISING CITY PUBLIC SCHOOLS,3176080,2009-10,25707,0,-25707,0,0,0,0,0,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,ROCK COUNTY PUBLIC SCHOOLS,3176170,2009-10,49369,49357,-12,21,18,-3,49375,7406.25,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,SANDHILLS PUBLIC SCHOOLS,3176380,2009-10,25216,24344,-872,0,0,0,24344,3651.6,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,SANTEE COMMUNITY SCHOOLS,3176400,2009-10,55605,54715,-890,3643,3553,-90,58268,8740.2,1,+,0,0,+,+,1,7979,13.69,165,15
2011,Nebraska,SARGENT PUBLIC SCHOOLS,3176410,2009-10,34192,34452,260,536,521,-15,34973,5245.95,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,SCHUYLER COMMUNITY SCHOOLS,3176450,2009-10,380012,373444,-6568,4871,4723,-148,378167,56725.05,1,+,0,0,+,+,1,55334,14.63,68,6
2011,Nebraska,SCOTTSBLUFF PUBLIC SCHOOLS,3176470,2009-10,665535,674053,8518,19982,19469,-513,693522,104028.3,1,315723,7413.08,0,+,+,0,0,0,+,+
2011,Nebraska,SEWARD PUBLIC SCHOOLS,3176560,2009-10,296465,289750,-6715,9453,9204,-249,298954,44843.1,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,SHELBY-RISING CITY PUBLIC SCHOOLS,3176590,2009-10,70567,83681,13114,2105,0,-2105,83681,12552.15,1,+,0,0,+,+,1,4648,5.55,39,9
2011,Nebraska,SHELTON PUBLIC SCHOOLS,3176620,2009-10,78577,71272,-7305,1072,1037,-35,72309,10846.35,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,SHICKLEY PUBLIC SCHOOLS,3176650,2009-10,29458,27555,-1903,13,11,-2,27566,4134.9,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,SIDNEY PUBLIC SCHOOLS,3176710,2009-10,290363,292196,1833,4791,4661,-130,296857,44528.55,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,SIOUX COUNTY PUBLIC SCHOOLS,3176800,2009-10,20147,19192,-955,0,0,0,19192,2878.8,1,4487.5,-939.79,0,+,+,0,0,0,+,+
2011,Nebraska,SO SIOUX CITY COMMUNITY SCHS,3176860,2009-10,850078,837645,-12433,18559,18051,-508,855696,128354.4,1,+,0,0,+,+,1,124193,14.51,510,90
2011,Nebraska,SPALDING PUBLIC SCHOOLS,3176890,2009-10,24109,23298,-811,1564,0,-1564,23298,3494.7,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,ST EDWARD PUBLIC SCHOOLS,3176980,2009-10,41722,39285,-2437,2086,2032,-54,41317,6197.55,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,STAPLETON PUBLIC SCHOOLS,3177100,2009-10,36542,38336,1794,19,17,-2,38353,5752.95,1,11210.93,1249.82,0,+,+,0,0,0,+,+
2011,Nebraska,SOUTHERN SCHOOL DIST 1,3177180,2009-10,118808,120842,2034,6770,6604,-166,127446,19116.9,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,STERLING PUBLIC SCHOOLS,3177190,2009-10,64089,62877,-1212,0,2038,2038,64915,9737.25,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,SUMNER-EDDYVILLE-MILLER SCHS,3177340,2009-10,46528,48201,1673,0,525,525,48726,7308.9,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,SUTTON PUBLIC SCHOOLS,3177520,2009-10,98472,95631,-2841,4183,4076,-107,99707,14956.05,1,6747.5,-475.01,0,+,+,0,0,0,+,+
2011,Nebraska,SYRACUSE-DUNBAR-AVOCA SCHOOLS,3177550,2009-10,154719,152638,-2081,3697,3598,-99,156236,23435.4,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,THEDFORD PUBLIC SCHOOLS,3177730,2009-10,26988,28235,1247,0,0,0,28235,4235.25,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,VALENTINE COMMUNITY SCHOOLS,3178020,2009-10,136276,123178,-13098,2147,2077,-70,125255,18788.25,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,WAHOO PUBLIC SCHOOLS,3178210,2009-10,201310,200067,-1243,6305,6141,-164,206208,30931.2,1,82712.22,-13308.48,0,+,+,0,0,0,+,+
2011,Nebraska,WAKEFIELD PUBLIC SCHOOLS,3178240,2009-10,98227,103677,5450,563,548,-15,104225,15633.75,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,WALLACE PUBLIC SCH DIST 65 R,3178260,2009-10,35014,33567,-1447,0,521,521,34088,5113.2,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,WALTHILL PUBLIC SCHOOLS,3178300,2009-10,98878,90482,-8396,4182,4072,-110,94554,14183.1,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,WAUSA PUBLIC SCHOOLS,3178450,2009-10,39771,40069,298,24,21,-3,40090,6013.5,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,WAYNE COMMUNITY SCHOOLS,3178520,2009-10,168329,166530,-1799,1128,1087,-41,167617,25142.55,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,WEEPING WATER PUBLIC SCHOOLS,3178540,2009-10,84321,83871,-450,2625,2558,-67,86429,12964.35,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,WESTSIDE COMMUNITY SCHOOLS,3178660,2009-10,1104359,1089534,-14825,29075,28292,-783,1117826,167673.9,1,+,0,0,+,+,1,61427,5.5,164,5
2011,Nebraska,WHEELER CENTRAL SCHOOLS,3178670,2009-10,25634,24028,-1606,531,516,-15,24544,3681.6,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,WILBER-CLATONIA PUBLIC SCHOOLS,3178720,2009-10,119321,117426,-1895,2646,2573,-73,119999,17999.85,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,WINNEBAGO PUBLIC SCHOOLS,3178810,2009-10,148394,147544,-850,5749,5604,-145,153148,22972.2,2,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,WINSIDE PUBLIC SCHOOLS,3178840,2009-10,53214,50086,-3128,0,0,0,50086,7512.9,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,WOOD RIVER RURAL SCHOOLS,3178940,2009-10,133300,137091,3791,1612,1568,-44,138659,20798.85,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,WYNOT PUBLIC SCHOOLS,3178990,2009-10,33612,32131,-1481,0,0,0,32131,4819.65,1,689,-93.05,0,+,+,0,0,0,+,+
2011,Nebraska,YORK PUBLIC SCHOOLS,3179050,2009-10,316629,317127,498,6858,6678,-180,323805,48570.75,1,+,0,0,+,+,1,47131,14.56,12,0
2011,Nebraska,YUTAN PUBLIC SCHOOLS,3179080,2009-10,103204,104462,1258,2117,2060,-57,106522,15978.3,1,+,0,0,+,+,0,0,0,+,+
2011,Nevada,CHURCHILL COUNTY SCHOOL DISTRICT,3200030,2009-10,805644,798537,-7107,55852,55807,-45,854344,128151.6,1,+,0,0,+,+,0,0,0,0,0
2011,Nevada,CLARK COUNTY SCHOOL DISTRICT,3200060,2009-10,43625232,42852951,-772281,1038533,1034866,-3667,43887817,6583172.55,1,+,0,0,+,+,1,6565043,14.96,65090,2118
2011,Nevada,DOUGLAS COUNTY SCHOOL DISTRICT,3200090,2009-10,1033300,1007313,-25987,55102,55020,-82,1062333,159349.95,1,+,0,0,+,+,0,0,0,0,0
2011,Nevada,ELKO COUNTY SCHOOL DISTRICT,3200120,2009-10,1464482,1460354,-4128,50540,50454,-86,1510808,226621.2,1,+,0,0,+,+,0,0,0,0,0
2011,Nevada,ESMERALDA COUNTY SCHOOL DISTRICT,3200150,2009-10,14262,13617,-645,1466,1464,-2,15081,2262.15,1,+,0,0,+,+,0,0,0,0,0
2011,Nevada,EUREKA COUNTY SCHOOL DISTRICT,3200180,2009-10,60194,58525,-1669,1969,1965,-4,60490,9073.5,1,+,0,0,+,+,0,0,0,0,0
2011,Nevada,HUMBOLDT COUNTY SCHOOL DISTRICT,3200210,2009-10,595545,589048,-6497,11039,11003,-36,600051,90007.65,1,+,0,0,+,+,0,0,0,0,0
2011,Nevada,LANDER COUNTY SCHOOL DISTRICT,3200240,2009-10,217801,214512,-3289,21010,20997,-13,235509,35326.35,1,+,0,0,+,+,0,0,0,0,0
2011,Nevada,LINCOLN COUNTY SCHOOL DISTRICT,3200270,2009-10,141053,136384,-4669,11766,11753,-13,148137,22220.55,1,+,0,0,+,+,0,0,0,0,0
2011,Nevada,LYON COUNTY SCHOOL DISTRICT,3200300,2009-10,1370948,1322571,-48377,53409,53284,-125,1375855,206378.25,1,+,0,0,+,+,0,0,0,0,0
2011,Nevada,MINERAL COUNTY SCHOOL DISTRICT,3200330,2009-10,141850,133558,-8292,19015,19003,-12,152561,22884.15,1,+,0,0,+,+,0,0,0,0,0
2011,Nevada,NYE COUNTY SCHOOL DISTRICT,3200360,2009-10,1066645,1029392,-37253,35687,35592,-95,1064984,159747.6,1,+,0,0,+,+,0,0,0,0,0
2011,Nevada,CARSON CITY SCHOOL DISTRICT,3200390,2009-10,1447632,1443290,-4342,35848,35770,-78,1479060,221859,1,+,0,0,+,+,0,0,0,0,0
2011,Nevada,PERSHING COUNTY SCHOOL DISTRICT,3200420,2009-10,179001,170754,-8247,10285,10271,-14,181025,27153.75,1,+,0,0,+,+,0,0,0,0,0
2011,Nevada,STOREY COUNTY SCHOOL DISTRICT,3200450,2009-10,91296,89257,-2039,1499,1493,-6,90750,13612.5,1,+,0,0,+,+,0,0,0,0,0
2011,Nevada,WASHOE COUNTY SCHOOL DISTRICT,3200480,2009-10,9690055,9564252,-125803,219901,219183,-718,9783435,1467515.25,1,+,0,0,+,+,0,0,0,0,0
2011,Nevada,WHITE PINE COUNTY SCHOOL DISTRICT,3200510,2009-10,273166,265789,-7377,8897,8878,-19,274667,41200.05,1,+,0,0,+,+,0,0,0,0,0
2011,New Hampshire,JOHN STARK REGIONAL SCHOOL DISTRICT,3300003,2010-11,176141.26,175921,-220.26,+,+,0,175921,26388.15,1,+,0,0,0,0,0,0,0,0,0
2011,New Hampshire,EXETER REGION COOP SCHOOL DISTRICT,3300017,2010-11,561320.31,560505,-815.31,+,+,0,560505,84075.75,1,+,0,0,0,0,0,0,0,0,0
2011,New Hampshire,PROSPECT MOUNTAIN SCHOOL DISTRICT,3300049,2010-11,115061.04,114895,-166.04,+,+,0,114895,17234.25,1,+,0,0,0,0,0,0,0,0,0
2011,New Hampshire,MILTON SCHOOL DISTRICT,3300616,2010-11,153814.86,153623,-191.86,7836.53,10402.78,2566.25,164025.78,24603.87,1,+,0,0,0,0,0,0,0,0,0
2011,New Hampshire,ALBANY SCHOOL DISTRICT,3301350,2010-11,10580,10581,1,+,+,0,10581,1587.15,2,+,0,0,0,0,0,0,0,0,0
2011,New Hampshire,ALLENSTOWN SCHOOL DISTRICT,3301380,2010-11,127977.68,127847,-130.68,5384.03,5390.08,6.05,133237.08,19985.56,1,+,0,0,0,0,0,0,0,0,0
2011,New Hampshire,ALTON SCHOOL DISTRICT,3301440,2010-11,119845.95,119683,-162.95,3971.6,3962.42,-9.18,123645.42,18546.81,1,+,0,0,0,0,1,11180.55,9.04,59,8
2011,New Hampshire,AMHERST SCHOOL DISTRICT,3301470,2010-11,259787.35,259413,-374.35,4020.95,3984.72,-36.23,263397.72,39509.66,1,+,0,0,0,0,0,0,0,0,13
2011,New Hampshire,ANDOVER SCHOOL DISTRICT,3301500,2010-11,53932.36,53867,-65.36,5848.12,1006.76,-4841.36,54873.76,8231.06,2,+,0,0,0,0,1,4524.4,8.25,19,4
2011,New Hampshire,ASHLAND SCHOOL DISTRICT,3301560,2010-11,32411.53,32358,-53.53,989.91,990.04,0.13,33348.04,5002.21,1,+,0,0,0,0,0,0,0,0,0
2011,New Hampshire,AUBURN SCHOOL DISTRICT,3301590,2010-11,143916.8,143725,-191.8,2492.14,2467.87,-24.27,146192.87,21928.93,1,+,0,0,0,0,0,0,0,0,0
2011,New Hampshire,BARNSTEAD SCHOOL DISTRICT,3301620,2010-11,115381.32,115228,-153.32,6393.08,6395.74,2.66,121623.74,18243.56,1,+,0,0,0,0,0,0,0,0,0
2011,New Hampshire,BARRINGTON SCHOOL DISTRICT,3301650,2010-11,223656.55,223374,-282.55,12241.37,12284.76,43.39,235658.76,35348.81,1,+,0,0,0,0,0,0,0,0,0
2011,New Hampshire,BARTLETT SCHOOL DISTRICT,3301680,2010-11,59326.52,59240,-86.52,5371.97,5358.86,-13.11,64598.86,9689.83,1,+,0,0,0,0,0,0,0,0,0
2011,New Hampshire,BATH SCHOOL DISTRICT,3301710,2010-11,23950.02,23931,-19.02,1465.47,1466.66,1.19,25397.66,3809.65,1,+,0,0,0,0,0,0,0,0,0
2011,New Hampshire,BEDFORD SCHOOL DISTRICT,3301740,2010-11,783708.11,782550,-1158.11,13510.8,13415.31,-95.49,795965.31,119394.8,1,+,0,0,0,0,0,0,0,0,0
2011,New Hampshire,BENTON SCHOOL DISTRICT,3301830,2010-11,2645,2645,0,+,+,0,2645,396.75,1,+,0,0,0,0,0,0,0,0,0
2011,New Hampshire,BERLIN SCHOOL DISTRICT,3301860,2010-11,333220.02,332771,-449.02,11336.67,11248.99,-87.68,344019.99,51603,1,+,0,0,0,0,0,0,0,0,0
